brand,model,rating,price_usd
4,16,3.0,558.91
1,10,4.0,824.7
4,16,4.0,210.84
4,16,5.0,532.16
6,5,1.0,331.24
1,10,3.0,890.41
1,12,3.0,652.47
4,16,3.0,546.2
4,16,3.0,270.37
5,1,2.0,612.06
1,12,4.0,1090.02
3,7,2.0,482.95
3,9,3.0,389.23
3,7,2.0,359.94
2,0,3.0,269.44
5,2,5.0,1061.04
1,12,5.0,1084.5
1,12,5.0,545.34
5,2,3.0,1314.0
1,11,4.0,1044.45
3,9,4.0,692.88
4,15,2.0,298.08
6,13,2.0,664.28
3,8,3.0,611.0
3,8,4.0,665.86
3,8,3.0,442.5395095367847
6,5,5.0,336.81
6,5,4.0,606.64
2,6,5.0,540.27
2,0,3.0,470.45
1,11,1.0,981.33
2,14,1.0,578.07
0,19,3.0,1447.2
0,18,2.0,1185.81
0,18,3.0,981.9
6,13,2.0,350.34
2,14,3.0,628.58
3,9,2.0,725.28
5,2,1.0,482.49
1,10,2.0,515.913043478261
6,5,2.0,634.44
6,5,5.0,571.54
6,5,4.0,264.66
3,9,4.0,543.68
0,19,5.0,1038.79
0,19,3.0,1085.39
1,10,1.0,786.8
0,19,2.0,1025.93
5,3,4.0,1293.65
3,9,3.0,788.98
5,4,4.0,933.87
3,8,4.0,434.0
2,14,3.0,709.59
1,10,4.0,719.76
2,0,3.0,758.66
1,10,1.0,722.39
1,11,3.0,1034.17
1,11,2.0,918.98
5,2,2.0,633.93
2,6,3.0,565.22
5,2,3.0,822.37
2,0,4.0,692.15
5,3,4.0,422.8
0,19,5.0,941.47
3,7,4.0,764.25
0,20,5.0,736.0
6,5,3.0,627.78
2,14,1.0,267.04
4,15,3.0,302.87
5,1,2.0,840.25
6,5,3.0,442.83
0,21,5.0,755.43
5,4,4.0,591.86
3,9,4.0,794.22
5,3,3.0,719.59
0,20,5.0,870.12
4,15,3.0,543.93
5,1,2.0,790.8
3,8,4.0,520.57
2,6,3.0,274.44
4,15,3.0,507.18
6,13,3.0,364.36
4,16,2.0,310.05882352941177
2,6,4.0,665.9607843137254
6,5,1.0,670.34
0,21,2.0,968.43
5,4,2.0,1136.97
6,5,3.0,626.16
5,4,3.0,554.98
6,5,2.0,289.72
6,17,3.0,537.52
5,3,3.0,1114.36
4,15,3.0,531.13
0,18,1.0,833.1
1,11,4.0,574.78
1,11,3.0,688.13
4,15,4.0,392.67
1,10,4.0,649.06
0,18,1.0,784.44
0,20,3.0,896.57
2,0,4.0,247.97
6,17,1.0,229.98
6,13,4.0,487.27
4,15,1.0,249.64
3,7,3.0,816.59
1,11,3.0,735.23
0,19,3.0,831.13
0,18,4.0,968.38
6,17,5.0,472.86
4,16,2.0,325.61
0,20,2.0,993.98
2,6,5.0,487.2
4,15,5.0,439.37
2,14,1.0,535.33
5,2,2.0,602.64
1,10,2.0,1078.62
4,15,1.0,394.91
6,17,1.0,220.5
3,9,5.0,482.61
2,14,3.0,334.66
5,3,3.0,484.41
4,16,4.0,419.82
6,13,1.0,235.22
1,11,3.0,797.01
3,9,3.0,524.1
4,15,2.0,399.93
2,0,2.0,453.37
6,5,2.0,441.7
4,16,3.0,207.04
0,20,1.0,1215.98
4,15,4.0,258.82
5,3,4.0,773.95
2,6,4.0,396.69
6,13,3.0,582.0
0,20,5.0,896.4305177111717
1,10,3.0,994.28
5,1,5.0,765.09
1,10,4.0,983.14
6,17,1.0,508.27
6,17,3.0,337.36
2,6,4.0,724.25
1,12,5.0,503.26
4,15,4.0,226.2
6,17,2.0,330.89
2,0,3.0,265.58
0,21,3.0,1128.38
5,1,4.0,626.99
5,4,2.0,1146.97
1,11,5.0,727.33
2,14,4.0,485.63
0,19,5.0,1372.91
2,0,4.0,710.11
1,11,4.0,925.31
4,15,2.0,465.55
5,3,1.0,689.81
1,11,2.0,1028.72
5,3,3.0,867.07
6,5,2.0,678.95
3,7,2.0,376.89
5,3,1.0,1185.53
4,16,2.0,208.67
1,12,4.0,925.98
6,17,1.0,648.14
3,9,4.0,894.54
2,14,5.0,709.01
3,8,5.0,981.47
0,18,1.0,924.28
4,15,2.0,446.98
2,6,3.0,405.43
3,7,3.0,669.86
2,6,3.0,269.68
3,8,2.0,522.5013623978201
0,18,2.0,765.55
3,8,4.0,957.86
3,9,3.0,750.31
0,21,5.0,735.25
0,19,5.0,854.07
3,7,1.0,900.14
4,15,4.0,260.56
3,9,3.0,922.0
3,7,3.0,436.87
6,17,2.0,425.35
0,19,1.0,816.44
2,0,2.0,499.91
3,8,5.0,698.28
5,1,1.0,1278.66
0,19,4.0,1176.06
2,6,2.0,751.15
0,18,4.0,1350.67
5,2,2.0,649.81
3,9,4.0,559.68
2,14,3.0,357.42
2,6,1.0,248.36
2,0,4.0,292.95
1,12,3.0,651.06
5,1,4.0,1061.59
3,8,4.0,367.92
5,1,3.0,496.12
0,19,5.0,1026.09
6,17,4.0,639.54
2,14,1.0,623.31
2,6,5.0,682.97
0,20,4.0,1158.0
4,16,4.0,534.05
6,5,4.0,352.3461538461538
5,2,2.0,1022.2820512820513
0,19,4.0,890.61
4,16,2.0,541.9202898550725
2,6,2.0,247.77
1,11,3.0,893.31
0,20,2.0,1106.39
3,7,5.0,812.67
3,9,4.0,733.59
1,10,3.0,623.12
4,16,2.0,197.22
0,19,3.0,804.48
1,11,5.0,581.29
2,14,4.0,642.95
3,8,5.0,468.01
6,17,5.0,375.17
5,4,1.0,1201.95
1,10,3.0,536.28
6,5,5.0,403.33
0,19,4.0,1006.78
3,8,3.0,385.19
3,8,5.0,771.55
3,9,2.0,736.15
2,0,4.0,778.14
6,5,3.0,497.59
0,21,3.0,1051.88
1,11,5.0,611.19
2,14,5.0,268.39
5,4,2.0,1251.75
2,14,2.0,420.26
4,15,4.0,300.21
0,19,4.0,728.76
0,20,3.0,939.21
4,15,4.0,316.42
3,7,2.0,511.13
1,10,1.0,527.87
3,7,4.0,367.24637681159425
4,16,3.0,208.47
4,16,2.0,185.19
4,15,1.0,201.14
4,15,1.0,362.76
6,17,4.0,259.23
3,9,3.0,597.8
3,9,5.0,907.25
5,4,2.0,990.43
4,16,2.0,271.52
2,0,1.0,289.55
0,21,4.0,1436.32
1,11,3.0,946.69
4,15,4.0,569.45
2,0,2.0,211.55
0,19,5.0,1070.86
5,1,5.0,1127.54
6,5,2.0,592.57
5,3,2.0,929.13
3,7,5.0,694.92
0,20,4.0,741.27
3,9,2.0,619.68
3,9,5.0,664.02
2,6,4.0,398.13
3,8,4.0,948.65
4,16,2.0,353.94
3,9,4.0,419.12
0,20,2.0,1360.7
5,4,1.0,1166.41
4,15,3.0,525.62
5,3,3.0,702.87
3,7,3.0,790.95
1,12,3.0,836.56
1,11,2.0,797.28
2,14,4.0,403.27
6,13,2.0,379.93
5,2,1.0,1398.9
0,19,1.0,1382.3
3,8,2.0,479.07
2,0,3.0,367.26
3,8,5.0,629.82
5,1,3.0,458.93589743589746
4,15,4.0,331.4967320261438
2,6,4.0,338.18
5,3,4.0,756.31
6,5,4.0,309.85
5,1,2.0,460.02
5,1,5.0,648.85
2,6,5.0,727.25
3,8,4.0,466.55
5,1,5.0,473.54
6,17,3.0,420.02
4,16,4.0,403.53
4,16,2.0,492.86
4,15,3.0,296.7
2,0,4.0,305.76
6,13,4.0,618.27
3,8,5.0,815.52
3,8,4.0,988.0
0,21,3.0,1213.86
2,6,3.0,375.84
4,16,5.0,293.88
1,11,4.0,1085.53
2,6,5.0,725.69
4,16,1.0,235.91
1,12,2.0,980.85
3,9,3.0,665.68
4,16,4.0,598.0
6,13,2.0,623.55
3,9,4.0,371.68
5,1,1.0,1245.85
3,8,5.0,443.11
2,6,5.0,607.7
3,7,2.0,591.6
4,16,1.0,504.69
4,16,4.0,514.24
4,15,2.0,402.98
5,4,5.0,1140.98
1,10,3.0,754.09
4,15,3.0,436.27
0,20,1.0,818.7
0,18,3.0,1167.79
0,21,4.0,943.68
0,18,2.0,733.45
6,13,2.0,620.27
2,14,3.0,275.83
4,16,2.0,473.03
6,5,4.0,498.29
2,6,2.0,602.02
6,5,4.0,543.41
3,9,1.0,661.16
3,9,4.0,443.85
2,14,4.0,393.69
5,1,4.0,1223.77
2,6,2.0,328.81
6,13,4.0,490.05
6,5,3.0,571.54
6,17,3.0,373.8
0,21,2.0,787.23
5,4,3.0,1320.45
2,14,2.0,771.43
5,2,4.0,1096.52
1,10,3.0,1054.26
1,12,4.0,760.26
5,4,2.0,828.04
0,19,2.0,1230.77
2,0,5.0,399.67
0,20,3.0,1184.95
1,11,5.0,825.62
4,16,1.0,321.51
0,18,4.0,1080.22
5,2,4.0,1124.85
2,0,5.0,568.35
5,2,5.0,606.46
0,19,1.0,935.88
4,15,2.0,269.5
4,15,2.0,184.85
6,17,3.0,375.82
4,16,1.0,571.26
4,15,5.0,251.45
4,15,4.0,393.75
2,6,4.0,723.59
5,1,2.0,1276.77
3,9,3.0,820.04
3,8,3.0,885.38
5,2,1.0,513.36
2,6,5.0,337.16
2,6,3.0,436.15
0,21,2.0,996.22
2,0,4.0,636.64
0,19,4.0,1410.61
3,7,1.0,806.45
5,1,3.0,1057.19
5,1,3.0,1142.3
1,10,4.0,1042.0196078431372
0,18,3.0,896.04
6,13,2.0,304.12
4,15,1.0,318.01
3,9,3.0,752.13
3,8,3.0,658.47
4,15,4.0,587.0299727520436
4,16,1.0,361.93
3,7,2.0,781.08
1,10,2.0,921.38
6,17,4.0,631.66
0,19,5.0,1479.45
1,11,4.0,899.92
2,0,3.0,402.41
6,13,5.0,260.66
1,10,3.0,1004.39
0,19,4.0,1022.2
2,0,3.0,359.12
1,10,4.0,967.93
5,2,4.0,648.51
6,13,4.0,216.15
1,12,4.0,825.64
1,10,3.0,522.74
6,17,4.0,439.89
3,8,2.0,454.22
0,19,5.0,1205.43
1,12,4.0,880.89
2,14,3.0,731.94
5,1,3.0,471.19
5,4,4.0,663.23
3,7,2.0,578.63
4,16,4.0,307.25964912280705
1,10,3.0,682.95
2,14,5.0,531.23
0,19,4.0,1150.0
5,4,1.0,843.69
3,8,5.0,646.32
2,0,3.0,528.37
3,9,4.0,894.17
5,3,4.0,853.55
0,19,5.0,1100.2005547096874
4,15,4.0,422.76
2,0,1.0,549.33
1,12,5.0,710.13
6,5,2.0,587.39
5,2,2.0,1116.41
4,15,2.0,598.0
4,16,4.0,527.99
2,6,1.0,206.61
5,4,3.0,721.24
3,9,2.0,485.24
5,4,4.0,1307.06
3,8,2.0,970.61
4,16,4.0,414.19
5,1,3.0,1355.83
4,16,2.0,583.32
1,10,1.0,872.15
5,4,3.0,682.0
6,13,4.0,224.39
3,7,4.0,389.41
0,21,2.0,1314.7
1,11,2.0,837.36
0,21,2.0,1196.22
2,14,4.0,621.55
6,13,4.0,336.98
4,16,4.0,223.07000000000002
4,16,1.0,491.25
1,12,4.0,822.69
1,10,4.0,1089.6410256410256
3,8,1.0,414.86
4,16,2.0,242.39
3,9,1.0,806.6451612903224
3,7,1.0,767.25
0,21,2.0,877.98
0,18,4.0,919.64
1,10,4.0,930.44
6,17,4.0,611.89
1,11,4.0,1038.1100000000001
6,17,3.0,349.64
5,4,2.0,1046.1
5,2,4.0,1250.49
0,19,1.0,1027.75
1,11,3.0,605.92
0,19,3.0,1144.23
3,9,5.0,700.44
4,15,1.0,279.23
2,6,5.0,751.69
3,9,1.0,951.64
2,6,3.0,387.86
6,17,2.0,657.974358974359
1,11,4.0,778.1
4,16,1.0,543.65
6,5,2.0,238.68
1,11,3.0,633.02
1,10,3.0,622.57
1,11,5.0,809.6078431372549
6,17,4.0,472.5
6,17,3.0,644.58
6,17,2.0,310.75
1,10,3.0,878.95
6,5,4.0,370.55
6,5,2.0,397.76
3,7,3.0,398.95
4,16,3.0,319.56
2,14,2.0,332.51
4,16,4.0,508.3
3,8,3.0,655.41
6,13,4.0,357.59
5,2,4.0,584.05
0,19,5.0,1131.63
1,10,2.0,1020.27
3,8,4.0,782.76
2,14,3.0,654.1800000000001
6,13,3.0,348.04
0,19,2.0,986.55
3,9,3.0,426.71
6,13,4.0,374.07
2,6,1.0,753.9
2,6,5.0,551.79
5,2,3.0,838.33
4,15,1.0,517.92
6,13,5.0,413.08
2,14,2.0,723.63
2,0,2.0,548.26
3,8,1.0,424.58
2,0,4.0,745.57
5,1,1.0,1077.46
0,21,4.0,855.3
1,11,3.0,857.6153846153846
3,7,2.0,973.79
5,3,4.0,573.41
3,8,4.0,528.79
6,17,1.0,438.04087193460487
3,8,4.0,970.2463768115944
4,16,2.0,218.37
0,18,5.0,1438.7
2,6,4.0,270.82
3,9,4.0,956.89
5,2,3.0,902.9999999999999
6,5,2.0,391.12
0,19,3.0,1238.55
6,5,1.0,366.16
0,18,3.0,881.56
0,20,2.0,1403.73
2,0,2.0,280.08
2,0,3.0,634.43
3,8,4.0,466.65
0,18,4.0,1337.9
0,19,2.0,1137.21
2,14,3.0,237.15
0,20,3.0,945.61
5,2,1.0,1268.16
2,14,1.0,479.72
3,8,4.0,375.21
0,20,4.0,1210.18
3,7,4.0,734.33
5,3,4.0,1250.54
4,15,4.0,340.29
2,6,4.0,575.33
1,10,4.0,842.61
5,4,3.0,596.49
3,8,5.0,844.36
2,0,1.0,729.36
4,16,4.0,220.55
0,21,1.0,1086.79
3,7,3.0,924.38
4,16,4.0,204.66
0,19,5.0,1278.03
0,19,3.0,751.48
4,15,3.0,211.41
1,11,3.0,1080.14
5,2,3.0,440.47
1,10,4.0,674.06
2,14,5.0,513.7908496732026
6,13,2.0,661.14
4,16,3.0,549.81
1,12,1.0,793.55
0,21,4.0,960.69
1,12,3.0,843.27
5,3,4.0,415.23
1,12,4.0,678.84
4,16,5.0,466.76
1,12,3.0,513.08
4,15,4.0,350.56
6,17,4.0,477.7
1,12,1.0,1025.9
6,17,2.0,368.62
5,3,3.0,1377.22
1,12,4.0,803.34
5,1,5.0,591.71
3,8,4.0,389.14
4,16,1.0,417.49
1,12,5.0,1054.89
1,11,3.0,1036.35
1,12,5.0,922.72
5,4,2.0,920.44
0,19,5.0,1408.73
1,10,3.0,616.78
5,2,4.0,417.67
3,8,1.0,416.22
3,8,4.0,603.95
3,7,3.0,554.48
4,16,1.0,328.6
5,3,4.0,1174.26
0,20,3.0,1039.95
1,11,3.0,524.28
6,13,3.0,684.18
0,20,5.0,944.12
0,21,4.0,1347.32
4,15,4.0,546.69
5,1,4.0,1084.17
5,1,5.0,1158.64
4,15,3.0,484.17
6,13,3.0,417.75
4,15,2.0,513.67
4,16,4.0,261.38
2,0,3.0,793.76
0,20,4.0,1131.25
3,7,4.0,746.97
0,21,4.0,1336.27
4,16,2.0,460.58
3,9,2.0,990.2898550724638
3,8,2.0,632.8387096774193
2,14,1.0,647.52
3,7,4.0,832.03
0,21,3.0,1276.62
1,11,3.0,924.55
5,3,2.0,729.91
6,5,2.0,450.97
6,17,4.0,271.84
2,14,3.0,297.23
0,20,4.0,1345.23
5,3,4.0,1173.56
2,14,2.0,642.18
3,7,3.0,479.28985507246375
6,17,2.0,533.46
5,3,1.0,782.25
4,16,4.0,429.84
1,11,1.0,1038.25
1,10,4.0,629.36
1,10,1.0,875.96
5,2,2.0,1264.05
5,3,3.0,474.42
1,11,5.0,512.62
3,9,4.0,560.89
6,13,1.0,525.59
6,5,3.0,364.53
4,16,3.0,580.8
4,15,5.0,568.77
0,18,3.0,1274.11
5,2,1.0,665.94
3,8,3.0,635.73
2,14,5.0,332.14
3,9,4.0,892.52
1,11,2.0,1071.63
1,11,4.0,806.64
2,6,2.0,530.32
3,7,2.0,534.85
0,18,3.0,936.28
4,15,3.0,404.05
1,10,3.0,796.56
4,16,5.0,460.86
5,4,1.0,688.41
4,15,3.0,348.48
1,12,3.0,935.53
6,5,1.0,534.32
5,4,4.0,719.88
2,0,3.0,576.09
6,5,4.0,624.62
4,16,5.0,414.57
2,14,5.0,427.76
5,4,1.0,665.76
2,14,4.0,484.25
1,10,4.0,635.01
6,5,4.0,447.1
5,2,5.0,1237.12
1,12,3.0,786.86
3,8,4.0,482.08
4,15,5.0,562.29
6,5,1.0,500.05882352941177
3,8,3.0,811.72
5,3,2.0,1148.36
4,15,1.0,434.66
0,20,2.0,966.51
3,8,4.0,838.44
1,11,5.0,698.81
0,20,5.0,901.76
1,12,1.0,1040.45
5,3,3.0,832.13
4,16,4.0,276.17
4,15,3.0,575.57
0,20,4.0,724.8
1,11,2.0,653.38
6,13,1.0,445.74
6,17,3.0,405.93
5,4,3.0,624.54
4,16,1.0,523.59
0,18,3.0,1266.06
3,9,4.0,793.57
4,16,3.0,482.15
6,13,2.0,258.46
4,15,3.0,592.12
6,17,4.0,448.03
4,16,3.0,477.71
5,3,1.0,952.26
4,15,3.0,539.51
6,13,1.0,569.11
2,0,4.0,210.73
3,9,1.0,577.81
0,18,5.0,1312.93
0,19,3.0,1394.2
0,20,2.0,829.67
4,15,2.0,300.84
2,6,4.0,208.29
2,14,4.0,710.12
6,13,2.0,641.08
6,17,5.0,612.86
1,11,5.0,653.72
4,15,2.0,324.77
3,7,4.0,742.18
3,8,4.0,883.01
2,0,5.0,544.2
4,15,2.0,225.19
0,18,4.0,1128.37
0,19,1.0,792.69
2,14,5.0,265.42
6,17,4.0,691.6298245614034
5,2,4.0,716.28
2,14,1.0,475.8
1,11,4.0,611.88
6,13,5.0,513.79
3,8,3.0,688.41
1,12,4.0,741.49
1,12,5.0,910.71
0,19,4.0,1177.72
5,1,3.0,1021.64
2,0,1.0,493.2
4,15,5.0,581.47
0,20,2.0,1101.74
1,12,4.0,930.25
0,18,2.0,1298.46
6,17,5.0,467.88
3,7,3.0,368.82
5,1,3.0,1026.81
4,16,1.0,368.11
4,16,4.0,478.07
6,13,4.0,342.11
5,4,3.0,688.9192982456141
2,0,4.0,755.69
0,18,4.0,1089.13
5,3,3.0,770.5228758169935
6,13,1.0,600.27
6,13,1.0,694.95
6,17,1.0,613.84
2,0,2.0,490.59
6,5,4.0,290.0752688172043
4,16,2.0,265.67
0,18,3.0,936.94
6,17,5.0,417.61
2,0,1.0,471.64
6,17,1.0,394.84
6,5,2.0,381.93
2,6,3.0,366.81
3,7,4.0,826.34
0,19,3.0,1315.04
0,21,3.0,776.98
4,16,1.0,457.17
4,16,3.0,440.69
1,12,3.0,1015.92
2,6,2.0,767.29
2,6,3.0,246.43
6,17,3.0,240.82
6,13,3.0,496.1
0,18,4.0,1330.24
3,8,3.0,455.49
6,5,2.0,292.86
2,0,3.0,286.33
0,18,3.0,861.57
6,17,3.0,568.9247311827957
2,6,3.0,398.6
4,15,2.0,295.02
2,14,3.0,589.85
5,2,4.0,676.53
6,13,2.0,315.67
1,11,3.0,788.49
2,0,5.0,395.37
6,5,3.0,375.88
5,1,1.0,1123.98
1,12,2.0,585.72
2,0,3.0,612.64
0,20,4.0,872.88
6,13,3.0,213.41
6,17,3.0,656.25
4,15,1.0,598.87
2,14,1.0,423.51
4,15,3.0,267.12
3,7,4.0,448.25
0,18,5.0,1121.68
2,6,5.0,655.26
4,15,2.0,358.32
1,10,2.0,933.17
4,15,3.0,404.37
2,14,1.0,300.03
2,0,1.0,622.83
3,8,4.0,494.47
5,1,3.0,666.74
3,9,1.0,875.46
5,4,2.0,1042.76
0,21,3.0,1471.73
2,14,5.0,423.45
4,15,5.0,307.28
4,16,2.0,287.82
2,6,1.0,745.41
3,7,3.0,356.48
5,2,3.0,658.14
4,16,3.0,514.0
3,8,2.0,997.18
4,16,3.0,187.65
0,18,3.0,1065.72
1,11,3.0,879.91
2,0,3.0,289.12
3,7,4.0,621.65
0,20,3.0,1330.03
0,19,2.0,795.53
0,21,5.0,1141.6209150326797
4,15,4.0,382.06
0,19,3.0,889.56
0,18,2.0,1211.43
1,11,3.0,717.58
4,16,2.0,213.22
1,11,3.0,974.39
3,7,2.0,902.22
1,10,4.0,736.62
4,15,4.0,357.22
0,19,3.0,843.81
3,8,4.0,431.39
1,10,2.0,739.82
3,7,1.0,818.8
4,15,1.0,408.03
3,8,3.0,640.14
5,3,3.0,1129.04
6,5,2.0,260.93
0,18,5.0,1076.99
1,10,4.0,731.03
0,18,3.0,1368.63
0,20,1.0,1300.31
0,20,4.0,1357.34
3,9,4.0,544.58
5,1,4.0,472.24
0,19,5.0,1088.86
6,13,5.0,345.59
6,5,1.0,426.41
1,10,2.0,829.25
5,4,5.0,937.7849462365591
5,1,3.0,1161.72
2,0,1.0,458.21
2,6,4.0,798.13
2,14,2.0,488.51
3,8,3.0,839.97
5,1,2.0,611.68
0,18,3.0,1482.87
4,16,2.0,592.85
2,14,3.0,651.2
4,15,3.0,317.62
4,15,2.0,180.33
0,18,2.0,1145.29
6,5,4.0,596.0
2,14,3.0,585.62
3,9,3.0,877.59
4,16,2.0,271.58
3,7,4.0,442.26
4,15,2.0,444.23
2,0,3.0,265.97
0,19,4.0,752.74
4,15,2.0,359.73
3,9,2.0,599.36
6,17,1.0,501.28
2,6,1.0,632.71
5,3,4.0,525.37
0,19,2.0,1434.72
6,17,3.0,535.69
2,0,3.0,607.88
3,8,4.0,591.09
3,9,5.0,570.99
0,18,4.0,724.93
3,7,3.0,611.1
4,16,4.0,521.23
0,18,3.0,891.29
1,12,3.0,631.02
5,1,4.0,454.26
0,21,2.0,1224.92
1,10,3.0,654.19
4,16,5.0,369.77
1,12,5.0,1098.28
5,3,2.0,957.82
4,15,4.0,200.43
1,12,4.0,981.2
1,10,3.0,1015.5
6,17,1.0,627.06
3,7,4.0,743.74
4,15,5.0,408.49
1,12,5.0,1044.43
1,11,3.0,836.11
1,12,1.0,868.96
4,15,2.0,536.41
1,11,4.0,668.03
5,1,5.0,665.81
1,11,2.0,522.95
0,19,3.0,1473.39
3,9,3.0,607.14
5,2,5.0,689.5268817204301
6,5,5.0,656.47
6,5,2.0,257.14
6,17,1.0,275.45
0,18,3.0,1032.17
6,5,2.0,507.16
6,13,1.0,542.93
0,18,3.0,808.46
4,16,4.0,370.1
3,9,3.0,491.61
1,10,2.0,977.92
1,10,3.0,813.83
5,4,4.0,642.38
2,14,3.0,243.21
2,14,2.0,657.27
6,17,3.0,576.87
3,7,4.0,457.57
6,5,1.0,256.08
6,5,2.0,255.54901960784315
1,11,3.0,838.67
2,0,1.0,771.3
3,7,2.0,448.01
3,8,4.0,815.46
2,6,2.0,565.2
4,16,4.0,573.43
2,0,5.0,585.69
1,10,1.0,842.87
5,2,3.0,1376.12
2,0,1.0,555.5200000000001
3,8,4.0,712.59
0,21,5.0,1367.64
0,19,3.0,988.74
5,1,4.0,717.12
4,16,3.0,474.77111716621255
3,8,4.0,708.82
3,8,1.0,911.96
6,5,4.0,456.99
6,13,5.0,381.5217391304348
3,7,5.0,687.04
5,2,2.0,1175.03
4,15,4.0,347.22
3,7,2.0,928.34
5,3,5.0,742.24
1,10,3.0,944.06
6,13,3.0,536.06
1,11,5.0,1029.3846153846152
5,2,3.0,555.39
6,17,5.0,458.12
4,15,5.0,590.64
1,12,4.0,885.02
6,5,4.0,574.19
4,15,1.0,541.53
6,13,3.0,612.07
3,8,2.0,479.12
5,4,5.0,1155.54
2,0,5.0,681.34
0,20,4.0,791.2
3,7,5.0,466.11
3,8,2.0,515.58
1,12,4.0,928.06
6,17,4.0,482.94
5,4,5.0,970.45
0,20,5.0,917.39
0,19,3.0,1107.68
2,6,1.0,453.15
0,18,5.0,1227.27
3,7,5.0,490.01
5,3,5.0,569.92
6,5,3.0,238.91
3,8,4.0,981.62
6,5,4.0,631.7712418300654
5,3,3.0,1255.76
5,1,5.0,1097.1505376344085
3,9,5.0,440.47
1,11,2.0,511.53
3,7,5.0,859.51
3,7,1.0,923.98
5,2,1.0,426.96
3,7,2.0,437.34
6,5,2.0,544.95
2,14,3.0,338.18
3,9,3.0,985.65
2,6,3.0,323.09
5,2,4.0,1047.82
5,2,4.0,589.0190735694822
6,13,5.0,458.95
2,6,3.0,760.46
2,0,2.0,780.55
0,19,4.0,765.92
0,19,4.0,732.51
1,12,3.0,517.07
4,16,3.0,395.75
3,7,2.0,400.38
6,17,3.0,565.34
6,17,2.0,378.92
5,1,3.0,705.09
3,7,3.0,544.66
0,20,3.0,1009.26
3,9,4.0,689.15
4,15,2.0,276.99
1,12,5.0,651.040871934605
0,20,4.0,1300.24
0,18,2.0,751.78
2,14,2.0,521.23
3,8,5.0,879.29
2,6,2.0,201.75
4,16,3.0,453.44
0,20,1.0,984.61
2,6,3.0,319.17
6,17,3.0,274.28
2,14,4.0,679.78
5,3,5.0,746.55
0,21,1.0,1283.34
6,5,4.0,379.7
2,0,1.0,610.3986928104575
5,3,2.0,850.48
2,0,4.0,446.62
0,21,3.0,1254.21
0,19,2.0,765.24
4,15,4.0,529.39
6,5,3.0,608.17
4,16,3.0,477.63
0,19,4.0,1406.2
0,20,4.0,1039.67
0,18,4.0,1168.92
3,7,1.0,738.54
3,7,3.0,900.65
4,16,1.0,323.51
1,12,4.0,706.36
4,16,2.0,407.43
0,21,4.0,1092.43
0,21,4.0,863.38
6,5,2.0,414.78
1,12,5.0,829.34
4,15,5.0,193.42
5,3,5.0,664.81
4,16,5.0,196.91
0,19,2.0,1025.31
1,10,4.0,791.0980392156863
0,19,5.0,925.09
2,0,3.0,207.71
4,16,1.0,189.09
1,10,3.0,700.65
2,14,4.0,376.7435897435897
2,0,3.0,519.8
1,12,4.0,596.83
4,15,2.0,197.26923076923077
6,13,4.0,269.21
1,12,4.0,952.76
0,18,4.0,809.17
3,8,3.0,455.58
1,12,5.0,1063.77
3,9,2.0,909.09
0,21,4.0,1421.59
0,18,5.0,1186.63
4,16,3.0,501.51
1,10,4.0,867.36
2,14,3.0,387.33
3,8,4.0,844.73
3,7,3.0,905.01
6,17,4.0,570.24
6,13,3.0,211.34
2,0,4.0,613.9
1,12,2.0,1001.76
4,16,2.0,250.4701754385965
6,13,3.0,366.26
1,12,1.0,616.88
0,19,2.0,987.37
6,5,5.0,539.31
1,11,2.0,803.5713622754358
0,18,5.0,1153.17
3,9,2.0,386.48
5,3,3.0,413.7
6,5,3.0,224.42
4,15,3.0,478.5
1,10,1.0,877.73
1,12,2.0,894.28
1,11,5.0,955.17
3,7,4.0,922.84
3,9,2.0,973.25
0,19,4.0,703.21
3,7,2.0,602.16
0,18,3.0,1244.3
5,1,4.0,921.45
6,17,3.0,241.21
0,18,3.0,979.52
1,10,2.0,548.41
0,18,3.0,937.78
2,14,4.0,423.76
0,20,2.0,1416.2318840579712
6,17,3.0,572.73
3,9,4.0,932.58
2,14,1.0,757.6923076923076
6,17,3.0,479.38
4,16,4.0,484.59
5,1,5.0,814.8
3,7,4.0,425.59
0,21,3.0,1140.21
3,9,3.0,604.67
1,11,4.0,500.12
1,12,5.0,923.45
6,13,5.0,642.07
2,0,4.0,367.25
5,1,5.0,515.25
6,13,5.0,469.97
4,16,1.0,365.23
1,11,2.0,625.85
3,9,4.0,423.72
6,13,2.0,674.6
3,9,4.0,533.57
5,3,4.0,504.88
0,19,4.0,1245.71
4,15,5.0,348.72
6,5,3.0,376.86
3,7,2.0,571.84
2,14,3.0,375.35
4,16,4.0,582.64
6,5,4.0,660.79
0,21,3.0,741.66
2,14,4.0,414.73
2,6,1.0,394.66
1,10,3.0,933.6
2,6,4.0,325.47017543859647
2,6,5.0,727.79
0,18,3.0,1225.36
3,7,3.0,879.7
4,15,2.0,352.36
4,15,3.0,586.6451612903226
0,20,4.0,1147.29
1,12,3.0,698.95
1,11,3.0,666.2179487179486
4,16,1.0,320.02
0,21,2.0,884.95
2,6,2.0,518.12
5,2,1.0,1322.73
1,11,5.0,736.64
4,15,5.0,348.96078431372547
3,7,3.0,927.72
2,6,4.0,380.79
2,6,4.0,395.92
5,3,4.0,979.1200000000001
4,15,4.0,345.69
6,13,4.0,523.68
2,6,4.0,742.83
6,5,4.0,227.86
6,13,4.0,359.85
