age,brand,model,price_usd,rating,sentiment,country,language,verified_purchase,battery_life_rating,camera_rating,performance_rating,design_rating,display_rating,helpful_votes,source,Cluster
24,5,1,471.19,3.0,2,6,0,1,1,3,1,3,2,7,3,1
22,5,4,663.23,4.0,2,1,3,0,5,3,3,3,5,7,1,1
18,3,7,578.63,2.0,0,0,0,1,1,3,4,2,1,1,4,0
36,4,16,307.25964912280705,4.0,2,1,3,1,5,3,4,1,3,7,4,1
18,1,10,682.95,3.0,2,6,0,1,2,4,1,3,2,8,1,1
34,2,14,531.23,5.0,2,7,0,1,3,4,4,5,3,2,0,1
29,0,19,1150.0,4.0,2,7,0,1,4,2,3,4,4,4,3,2
22,5,4,843.69,1.0,0,2,0,1,1,1,1,1,1,1,4,0
36,3,8,646.32,5.0,2,1,3,1,5,3,5,4,5,4,4,1
27,2,0,528.37,3.0,0,0,0,1,3,4,2,2,3,1,2,0
23,3,9,894.17,4.0,2,5,0,1,3,4,3,5,5,10,2,1
35,5,3,853.55,4.0,2,2,0,1,4,4,5,5,3,1,4,1
23,0,19,1100.2005547096874,5.0,2,2,0,1,4,5,5,5,4,7,4,2
27,4,15,422.76,4.0,2,1,3,1,4,3,4,3,5,8,1,1
37,2,0,549.33,1.0,0,3,1,1,1,1,1,2,1,1,0,0
26,1,12,710.13,5.0,2,4,2,1,5,5,5,3,5,3,3,1
41,6,5,587.39,2.0,0,2,0,1,1,3,2,1,3,2,0,0
30,5,2,1116.41,2.0,1,1,3,1,1,3,1,1,1,3,3,0
25,4,15,598.0,2.0,2,5,0,1,3,1,1,2,1,2,3,0
30,4,16,527.99,4.0,2,6,0,1,4,3,1,3,3,8,0,1
18,2,6,206.61,1.0,0,5,0,1,1,1,1,1,2,2,0,0
18,5,4,721.24,3.0,2,7,0,1,2,1,2,1,3,3,2,1
48,3,9,485.24,2.0,1,7,0,0,2,1,1,1,2,0,2,0
38,5,4,1307.06,4.0,2,4,2,0,2,1,5,4,4,4,2,1
27,3,8,970.61,2.0,0,0,0,1,2,3,1,1,1,4,2,0
22,4,16,414.19,4.0,2,2,0,1,3,3,3,3,3,6,2,1
33,5,1,1355.83,3.0,2,3,1,1,3,1,2,3,1,5,1,1
39,4,16,583.32,2.0,0,4,2,1,1,2,1,2,3,0,3,0
37,1,10,872.15,1.0,2,7,0,1,1,1,3,1,1,3,2,0
20,5,4,682.0,3.0,1,2,0,1,2,3,3,1,4,2,2,0
22,6,13,224.39,4.0,2,7,0,1,3,3,5,1,3,5,0,1
30,3,7,389.41,4.0,2,4,2,1,4,5,3,3,2,5,4,1
30,0,21,1314.7,2.0,1,0,0,1,2,1,2,2,1,1,3,0
42,1,11,837.36,2.0,0,2,0,1,1,3,3,1,3,4,3,0
42,0,21,1196.22,2.0,2,5,0,1,3,2,1,3,2,5,0,2
28,2,14,621.55,4.0,1,4,2,1,4,1,4,4,3,4,4,1
24,6,13,336.98,4.0,2,6,0,1,3,1,4,3,1,4,4,1
27,4,16,223.07000000000002,4.0,2,4,2,1,5,3,4,4,5,6,2,1
32,4,16,491.25,1.0,0,6,0,1,1,1,2,1,2,4,4,0
42,1,12,822.69,4.0,2,5,0,1,4,4,3,4,4,6,4,1
18,1,10,1089.6410256410256,4.0,2,6,0,0,2,4,3,3,3,4,1,2
48,3,8,414.86,1.0,0,3,1,1,2,2,1,1,1,3,3,0
23,4,16,242.39,2.0,0,7,0,1,1,3,3,2,1,2,0,0
24,3,9,806.6451612903224,1.0,2,3,1,1,1,1,2,1,2,4,3,0
28,3,7,767.25,1.0,0,5,0,1,1,1,1,2,1,0,1,0
18,0,21,877.98,2.0,1,7,0,1,2,1,1,1,1,1,4,0
19,0,18,919.64,4.0,2,1,3,0,3,4,4,3,2,2,4,2
30,1,10,930.44,4.0,2,4,2,1,5,2,3,5,5,5,1,2
42,6,17,611.89,4.0,0,0,0,0,4,4,5,5,4,1,2,0
36,1,11,1038.1100000000001,4.0,2,4,2,1,3,3,3,3,3,5,3,2
31,6,17,349.64,3.0,1,6,0,0,2,2,3,3,1,3,3,0
21,5,4,1046.1,2.0,0,6,0,1,1,2,1,1,1,5,2,0
29,5,2,1250.49,4.0,2,3,1,1,2,4,3,3,4,5,3,1
27,0,19,1027.75,1.0,1,7,0,1,1,1,1,1,1,0,4,0
31,1,11,605.92,3.0,1,5,0,1,3,3,3,2,2,1,0,0
27,0,19,1144.23,3.0,2,6,0,1,3,2,2,4,3,5,4,2
31,3,9,700.44,5.0,2,2,0,0,4,5,5,3,4,2,2,1
23,4,15,279.23,1.0,1,2,0,1,1,1,1,1,1,1,2,0
27,2,6,751.69,5.0,2,7,0,1,5,5,5,3,5,4,0,1
37,3,9,951.64,1.0,2,5,0,1,1,1,1,1,1,1,3,0
36,2,6,387.86,3.0,1,7,0,0,2,3,3,2,3,4,4,0
31,6,17,657.974358974359,2.0,1,6,0,1,1,1,2,3,1,3,1,0
22,1,11,778.1,4.0,2,5,0,1,4,3,4,4,3,7,1,1
32,4,16,543.65,1.0,0,3,1,1,1,1,1,1,1,1,4,0
43,6,5,238.68,2.0,1,5,0,0,3,1,1,1,2,2,1,0
21,1,11,633.02,3.0,2,7,0,1,2,2,1,1,3,6,1,1
24,1,10,622.57,3.0,2,2,0,0,4,1,3,1,1,4,0,1
24,1,11,809.6078431372549,5.0,2,0,0,1,4,5,5,3,5,6,0,1
36,6,17,472.5,4.0,2,6,0,1,3,3,3,3,4,5,3,1
25,6,17,644.58,3.0,2,6,0,1,2,3,2,3,4,6,0,1
49,6,17,310.75,2.0,1,3,1,0,1,1,2,1,1,2,0,0
34,1,10,878.95,3.0,1,1,3,1,3,3,4,3,1,1,4,0
18,6,5,370.55,4.0,2,5,0,1,5,4,1,4,2,2,0,1
41,6,5,397.76,2.0,0,0,0,1,1,1,2,2,3,1,2,0
27,3,7,398.95,3.0,2,7,0,0,3,4,2,4,3,10,0,1
31,4,16,319.56,3.0,2,7,0,0,4,2,3,1,5,3,3,1
43,2,14,332.51,2.0,1,0,0,0,1,1,2,2,1,2,1,0
25,4,16,508.3,4.0,2,3,1,1,5,3,5,5,3,4,3,1
29,3,8,655.41,3.0,2,5,0,1,2,2,2,3,1,5,4,1
45,6,13,357.59,4.0,2,1,3,1,3,1,3,3,4,5,1,1
39,5,2,584.05,4.0,2,1,3,1,2,3,4,5,3,9,1,1
31,0,19,1131.63,5.0,1,3,1,1,5,4,4,5,4,1,3,2
18,1,10,1020.27,2.0,2,7,0,1,1,1,2,1,1,5,3,2
36,3,8,782.76,4.0,2,1,3,1,2,4,2,4,4,5,2,1
26,2,14,654.1800000000001,3.0,1,4,2,1,3,2,3,2,3,2,4,0
42,6,13,348.04,3.0,2,7,0,0,3,3,3,2,2,3,1,1
20,0,19,986.55,2.0,1,0,0,1,2,3,1,2,1,0,0,0
48,3,9,426.71,3.0,2,5,0,1,2,4,4,5,2,6,0,1
36,6,13,374.07,4.0,2,4,2,1,5,3,4,4,3,2,0,1
32,2,6,753.9,1.0,2,7,0,0,1,1,1,1,1,2,2,0
39,2,6,551.79,5.0,2,1,3,1,3,5,4,5,5,8,3,1
25,5,2,838.33,3.0,2,3,1,1,2,2,3,3,3,3,0,1
36,4,15,517.92,1.0,0,5,0,1,2,1,1,1,1,1,2,0
25,6,13,413.08,5.0,2,2,0,1,5,5,5,4,5,2,0,1
18,2,14,723.63,2.0,2,6,0,1,2,1,1,2,1,6,1,2
19,2,0,548.26,2.0,0,0,0,1,3,3,1,1,3,1,1,0
40,3,8,424.58,1.0,0,7,0,1,1,1,3,2,1,0,3,0
18,2,0,745.57,4.0,2,3,1,1,3,3,2,4,3,7,0,1
28,5,1,1077.46,1.0,0,0,0,1,2,1,1,1,2,3,4,0
18,0,21,855.3,4.0,2,2,0,1,5,5,3,5,2,2,0,2
28,1,11,857.6153846153846,3.0,1,6,0,1,1,1,3,4,2,1,1,0
23,3,7,973.79,2.0,1,4,2,1,2,1,1,2,2,1,3,0
25,5,3,573.41,4.0,2,1,3,0,4,5,4,2,5,6,4,1
18,3,8,528.79,4.0,2,4,2,1,2,3,4,5,4,4,0,1
31,6,17,438.04087193460487,1.0,0,5,0,1,1,1,1,1,3,1,4,0
24,3,8,970.2463768115944,4.0,2,2,0,1,3,4,4,1,5,6,4,1
33,4,16,218.37,2.0,2,4,2,1,1,2,3,1,1,7,0,1
37,0,18,1438.7,5.0,2,1,3,1,4,5,4,5,3,4,0,2
28,2,6,270.82,4.0,2,2,0,0,4,4,2,3,4,3,4,1
39,3,9,956.89,4.0,2,3,1,1,2,4,5,3,4,4,3,1
27,5,2,902.9999999999999,3.0,2,0,0,1,2,1,3,3,2,5,3,1
40,6,5,391.12,2.0,0,5,0,0,1,1,2,1,1,1,3,0
28,0,19,1238.55,3.0,1,2,0,1,2,2,3,2,2,1,2,2
45,6,5,366.16,1.0,0,0,0,1,1,1,1,1,1,3,0,0
29,0,18,881.56,3.0,2,2,0,1,3,2,2,4,3,6,0,2
20,0,20,1403.73,2.0,1,3,1,1,1,1,1,2,1,1,4,0
28,2,0,280.08,2.0,1,1,3,1,1,1,1,1,1,0,0,0
28,2,0,634.43,3.0,2,1,3,1,2,2,4,2,2,3,1,1
48,3,8,466.65,4.0,2,0,0,0,3,4,2,3,3,8,2,1
18,0,18,1337.9,4.0,2,0,0,1,3,2,4,3,3,4,0,2
42,0,19,1137.21,2.0,1,7,0,1,1,2,1,2,3,3,1,0
23,2,14,237.15,3.0,1,6,0,1,2,4,2,1,2,1,1,0
34,0,20,945.61,3.0,1,1,3,1,2,3,1,3,1,1,3,0
22,5,2,1268.16,1.0,0,2,0,1,1,1,1,2,1,1,3,0
41,2,14,479.72,1.0,0,3,1,0,1,1,1,2,2,2,0,0
27,3,8,375.21,4.0,2,3,1,1,4,2,3,5,4,7,3,1
42,0,20,1210.18,4.0,2,1,3,1,2,4,3,2,5,5,4,2
27,3,7,734.33,4.0,2,7,0,1,4,5,4,4,3,6,1,1
34,5,3,1250.54,4.0,2,0,0,1,5,5,4,5,2,2,0,1
29,4,15,340.29,4.0,2,2,0,1,4,4,3,5,3,11,2,1
31,2,6,575.33,4.0,1,6,0,1,3,5,3,5,4,4,0,1
18,1,10,842.61,4.0,2,0,0,0,3,5,3,3,4,4,3,2
18,5,4,596.49,3.0,2,5,0,1,2,5,2,4,4,7,4,1
21,3,8,844.36,5.0,2,2,0,0,5,5,4,5,3,7,1,1
29,2,0,729.36,1.0,0,2,0,1,1,1,1,2,1,1,0,0
48,4,16,220.55,4.0,2,1,3,1,2,3,4,4,3,5,0,1
43,0,21,1086.79,1.0,0,6,0,0,1,3,1,1,1,3,3,0
21,3,7,924.38,3.0,2,6,0,1,3,2,2,3,1,4,1,1
53,4,16,204.66,4.0,2,0,0,1,4,3,5,2,5,7,4,1
40,0,19,1278.03,5.0,2,6,0,1,3,3,4,5,5,3,3,2
18,0,19,751.48,3.0,1,4,2,0,3,4,4,2,2,4,4,2
31,4,15,211.41,3.0,0,5,0,0,2,3,3,3,2,0,2,0
33,1,11,1080.14,3.0,1,2,0,1,2,3,3,1,3,1,4,0
35,5,2,440.47,3.0,2,0,0,1,1,2,2,3,2,3,2,1
18,1,10,674.06,4.0,2,2,0,1,2,3,4,3,3,5,0,1
30,2,14,513.7908496732026,5.0,2,0,0,1,5,5,3,5,4,9,2,1
49,6,13,661.14,2.0,0,6,0,1,2,1,1,1,1,4,0,0
31,4,16,549.81,3.0,1,6,0,1,3,2,3,3,5,2,2,0
26,1,12,793.55,1.0,0,6,0,1,1,1,3,1,2,3,3,0
38,0,21,960.69,4.0,2,5,0,1,3,3,3,3,1,8,4,2
37,1,12,843.27,3.0,2,4,2,1,3,1,2,4,3,5,4,2
26,5,3,415.23,4.0,2,6,0,0,3,3,3,4,5,6,3,1
30,1,12,678.84,4.0,2,4,2,0,3,3,2,3,3,11,4,1
31,4,16,466.76,5.0,2,1,3,1,4,4,5,4,5,7,4,1
42,1,12,513.08,3.0,1,5,0,1,2,3,4,2,3,2,3,0
31,4,15,350.56,4.0,2,7,0,0,5,4,5,4,4,6,3,1
35,6,17,477.7,4.0,2,0,0,1,2,2,5,2,4,5,3,1
39,1,12,1025.9,1.0,0,2,0,1,1,1,1,2,1,1,3,0
38,6,17,368.62,2.0,0,3,1,1,3,3,1,1,1,1,3,0
22,5,3,1377.22,3.0,0,1,3,1,2,2,2,2,2,4,4,0
18,1,12,803.34,4.0,2,5,0,1,2,3,3,4,2,4,4,2
18,5,1,591.71,5.0,2,5,0,1,3,4,5,4,4,0,3,1
38,3,8,389.14,4.0,2,6,0,1,2,1,3,4,1,4,3,1
38,4,16,417.49,1.0,1,5,0,0,1,1,1,1,1,2,4,0
33,1,12,1054.89,5.0,2,1,3,1,5,5,3,5,5,5,4,2
18,1,11,1036.35,3.0,1,4,2,1,2,5,4,3,2,2,4,2
35,1,12,922.72,5.0,2,4,2,1,4,3,4,5,5,5,4,2
37,5,4,920.44,2.0,1,3,1,1,2,1,3,1,1,0,4,0
28,0,19,1408.73,5.0,2,2,0,1,3,5,5,5,2,4,1,2
33,1,10,616.78,3.0,1,7,0,1,3,3,2,3,2,1,1,0
18,5,2,417.67,4.0,2,2,0,1,2,4,5,3,3,3,1,1
40,3,8,416.22,1.0,0,5,0,0,2,1,2,1,1,0,0,0
33,3,8,603.95,4.0,2,1,3,1,3,4,2,3,3,9,4,1
22,3,7,554.48,3.0,2,7,0,1,2,3,2,1,3,7,0,1
28,4,16,328.6,1.0,0,7,0,0,1,1,1,1,1,2,4,0
36,5,3,1174.26,4.0,2,3,1,1,1,3,3,3,4,5,4,1
31,0,20,1039.95,3.0,2,0,0,1,3,4,2,2,3,3,0,2
18,1,11,524.28,3.0,1,7,0,0,3,1,3,3,4,4,4,0
35,6,13,684.18,3.0,0,0,0,1,2,5,2,2,3,0,0,0
31,0,20,944.12,5.0,2,2,0,1,4,5,5,4,5,7,3,2
28,0,21,1347.32,4.0,2,0,0,1,4,1,4,2,3,10,1,2
30,4,15,546.69,4.0,1,3,1,0,5,4,4,5,3,0,4,1
22,5,1,1084.17,4.0,2,2,0,1,5,3,2,3,4,3,2,1
25,5,1,1158.64,5.0,2,7,0,1,5,5,3,3,5,2,0,1
26,4,16,486.01,3.0,1,2,0,1,1,1,3,2,3,2,3,0
21,4,15,484.17,3.0,1,0,0,1,3,2,3,3,3,1,0,0
18,6,13,417.75,3.0,2,2,0,1,2,1,1,4,2,3,4,1
34,4,15,513.67,2.0,0,5,0,1,1,1,1,3,1,3,0,0
30,4,16,261.38,4.0,2,1,3,1,3,4,4,3,3,4,4,1
30,2,0,793.76,3.0,1,1,3,1,1,1,1,1,2,1,3,0
33,0,20,1131.25,4.0,2,4,2,1,3,3,2,3,5,10,0,2
38,3,7,746.97,4.0,1,5,0,0,4,5,3,4,3,2,4,1
33,0,21,1336.27,4.0,2,1,3,1,5,4,4,2,4,3,4,2
50,4,16,460.58,2.0,1,2,0,1,2,1,4,1,2,4,3,0
18,3,9,990.2898550724638,2.0,0,2,0,1,2,3,1,1,1,0,4,0
23,3,8,632.8387096774193,2.0,1,3,1,1,4,2,1,2,1,3,2,0
22,2,14,647.52,1.0,0,7,0,1,1,1,1,2,1,3,3,0
37,3,7,832.03,4.0,2,2,0,1,5,2,2,4,5,3,2,1
42,0,21,1276.62,3.0,1,7,0,1,3,2,2,2,2,3,4,2
26,1,11,924.55,3.0,0,0,0,1,3,1,1,1,2,4,3,0
19,5,3,729.91,2.0,1,7,0,1,3,2,2,2,1,3,4,0
32,6,5,450.97,2.0,2,5,0,1,1,1,3,2,3,3,0,1
18,6,17,271.84,4.0,2,2,0,1,5,3,3,3,3,4,0,1
27,2,14,297.23,3.0,2,5,0,1,3,5,2,4,3,5,4,1
37,0,20,1345.23,4.0,2,7,0,1,4,3,2,3,5,5,4,2
39,5,3,1173.56,4.0,2,3,1,1,3,5,3,4,5,4,2,1
29,2,14,642.18,2.0,1,6,0,1,2,2,1,1,2,0,2,0
18,3,7,479.28985507246375,3.0,1,2,0,1,2,1,4,2,3,2,2,0
37,6,17,533.46,2.0,0,6,0,1,3,3,1,1,1,1,4,0
41,5,3,782.25,1.0,0,7,0,0,2,1,2,1,2,1,3,0
26,4,16,429.84,4.0,2,7,0,1,3,4,4,4,5,5,1,1
36,1,11,1038.25,1.0,0,4,2,1,1,1,1,1,1,0,0,0
44,1,10,629.36,4.0,1,1,3,1,3,5,5,3,2,1,3,1
25,1,10,875.96,1.0,0,7,0,1,1,1,1,1,1,2,1,0
25,5,2,1264.05,2.0,2,2,0,1,1,1,1,1,3,10,1,1
34,5,3,474.42,3.0,0,0,0,1,1,1,1,2,1,1,0,0
26,1,11,512.62,5.0,2,0,0,1,5,4,4,5,4,4,0,1
26,3,9,560.89,4.0,2,0,0,1,4,3,3,3,5,11,0,1
41,6,13,525.59,1.0,2,7,0,1,1,1,1,1,1,1,1,0
18,6,5,364.53,3.0,2,5,0,1,4,5,5,4,5,7,4,1
23,4,16,580.8,3.0,2,1,3,1,4,4,4,3,2,3,1,1
28,4,15,568.77,5.0,2,4,2,1,4,4,5,4,4,7,3,1
28,0,18,1274.11,3.0,2,0,0,1,2,3,4,1,2,5,0,2
18,5,2,665.94,1.0,0,3,1,0,1,1,1,1,1,2,1,0
32,3,8,635.73,3.0,2,0,0,1,2,3,2,3,3,5,3,1
29,2,14,332.14,5.0,2,2,0,1,5,4,5,4,5,9,2,1
31,3,9,892.52,4.0,2,5,0,0,2,5,2,3,4,4,0,1
18,1,11,1071.63,2.0,1,3,1,1,2,1,2,2,1,0,4,0
36,1,11,806.64,4.0,2,5,0,1,4,4,2,4,4,6,1,1
29,2,6,530.32,2.0,0,1,3,1,1,2,2,3,2,5,2,0
30,3,7,534.85,2.0,0,0,0,1,2,1,2,2,1,1,4,0
21,0,18,936.28,3.0,2,0,0,1,2,2,1,2,2,4,0,2
41,4,15,404.05,3.0,2,7,0,1,3,3,1,4,2,5,3,1
28,1,10,796.56,3.0,1,7,0,1,1,1,5,3,2,2,4,0
19,4,16,460.86,5.0,2,6,0,0,4,4,5,5,5,4,4,1
23,5,4,688.41,1.0,0,0,0,0,1,1,1,1,1,3,4,0
24,4,15,348.48,3.0,2,7,0,1,3,4,1,2,1,4,4,1
33,1,12,935.53,3.0,1,3,1,1,1,4,3,3,1,3,3,0
34,6,5,534.32,1.0,1,3,1,1,1,1,1,1,1,4,0,0
18,5,4,719.88,4.0,2,2,0,1,4,2,4,3,4,7,4,1
35,2,0,576.09,3.0,2,0,0,1,3,4,1,1,2,6,1,1
28,6,5,624.62,4.0,2,6,0,1,4,5,2,1,3,8,3,1
32,4,16,414.57,5.0,2,7,0,1,5,5,5,3,5,6,2,1
42,2,14,427.76,5.0,2,1,3,1,4,5,5,5,5,4,3,1
37,5,4,665.76,1.0,2,7,0,1,1,1,1,1,1,4,1,0
45,2,14,484.25,4.0,2,1,3,1,5,2,3,3,2,5,4,1
26,1,10,635.01,4.0,2,7,0,1,4,3,4,4,4,7,3,1
32,6,5,447.1,4.0,2,5,0,1,5,4,3,4,4,5,4,1
23,5,2,1237.12,5.0,2,1,3,1,5,5,3,4,4,5,3,1
23,1,12,786.86,3.0,2,4,2,1,2,1,2,2,4,2,4,2
25,3,8,482.08,4.0,2,6,0,1,2,4,2,2,3,2,4,1
33,4,15,562.29,5.0,2,2,0,1,3,3,4,5,4,9,0,1
34,6,5,500.05882352941177,1.0,1,0,0,1,1,1,1,2,1,1,4,0
31,3,8,811.72,3.0,1,1,3,1,1,3,2,2,2,2,4,0
38,5,3,1148.36,2.0,1,1,3,1,2,2,1,1,1,2,3,0
26,4,15,434.66,1.0,0,7,0,1,1,2,2,1,1,4,0,0
34,0,20,966.51,2.0,0,4,2,0,1,1,1,2,2,2,0,0
18,3,8,838.44,4.0,2,5,0,1,3,4,5,4,3,4,4,1
28,1,11,698.81,5.0,2,1,3,1,5,4,5,4,3,5,4,1
41,0,20,901.76,5.0,2,0,0,1,4,3,5,5,3,6,4,2
20,1,12,1040.45,1.0,0,2,0,1,1,1,1,2,2,2,1,0
34,5,3,832.13,3.0,1,4,2,1,5,4,4,3,5,4,1,1
40,4,16,276.17,4.0,2,1,3,1,5,3,5,5,5,5,3,1
20,4,15,575.57,3.0,1,0,0,1,3,2,2,4,3,2,1,0
18,0,20,724.8,4.0,2,2,0,1,3,4,5,3,3,4,0,2
46,1,11,653.38,2.0,1,7,0,0,1,2,3,1,1,0,2,0
18,6,13,445.74,1.0,0,0,0,0,1,2,1,1,1,2,2,0
31,6,17,405.93,3.0,2,7,0,1,2,2,2,2,4,4,2,1
34,5,4,624.54,3.0,2,1,3,1,4,1,3,3,3,1,4,1
33,4,16,523.59,1.0,1,5,0,1,1,1,1,2,1,0,4,0
19,0,18,1266.06,3.0,2,6,0,1,2,2,2,2,2,5,1,2
18,3,9,793.57,4.0,2,5,0,1,4,3,5,4,5,8,1,1
27,4,16,482.15,3.0,2,6,0,1,3,2,3,1,3,7,3,1
29,6,13,258.46,2.0,0,3,1,0,2,1,2,1,2,1,1,0
33,4,15,592.12,3.0,2,1,3,1,2,4,2,3,2,3,1,1
21,6,17,448.03,4.0,2,7,0,1,3,4,1,3,2,4,0,1
28,4,16,477.71,3.0,1,7,0,1,3,2,3,1,3,3,1,0
34,5,3,952.26,1.0,0,2,0,1,2,1,1,1,1,5,0,0
25,4,15,539.51,3.0,1,4,2,1,2,2,2,2,3,4,2,0
24,6,13,569.11,1.0,0,5,0,1,1,1,1,2,1,3,0,0
52,2,0,210.73,4.0,2,7,0,1,3,4,2,4,3,3,0,1
38,3,9,577.81,1.0,0,0,0,0,1,1,1,1,2,1,0,0
26,0,18,1312.93,5.0,1,3,1,1,4,5,4,2,3,3,4,2
37,0,19,1394.2,3.0,2,3,1,0,4,2,4,4,3,5,2,2
50,0,20,829.67,2.0,0,5,0,1,4,1,2,1,1,3,4,0
32,4,15,300.84,2.0,0,1,3,1,1,1,2,2,1,4,3,0
28,2,6,208.29,4.0,2,7,0,1,2,2,3,4,4,3,3,1
28,2,14,710.12,4.0,2,4,2,1,4,3,4,3,4,6,3,1
40,6,13,641.08,2.0,0,6,0,1,2,1,2,1,1,1,1,0
18,6,17,612.86,5.0,2,0,0,1,4,2,5,4,5,3,3,1
34,1,11,653.72,5.0,2,2,0,1,5,4,4,3,4,7,3,1
20,4,15,324.77,2.0,0,5,0,1,1,4,2,2,1,1,4,0
24,3,7,742.18,4.0,2,4,2,1,3,1,4,4,2,8,0,1
35,3,8,883.01,4.0,2,5,0,0,3,4,3,4,2,9,3,1
24,2,0,544.2,5.0,2,2,0,0,5,5,5,4,5,7,3,1
32,4,15,225.19,2.0,2,2,0,1,1,3,1,3,4,4,1,1
18,0,18,1128.37,4.0,2,5,0,0,3,3,4,3,3,6,4,2
36,0,19,792.69,1.0,0,1,3,1,1,1,1,1,1,2,2,0
31,2,14,265.42,5.0,2,4,2,0,5,5,5,5,4,3,3,1
33,6,17,691.6298245614034,4.0,2,1,3,1,3,5,3,4,3,4,3,1
18,5,2,716.28,4.0,2,6,0,1,4,3,4,4,3,6,1,1
18,2,14,475.8,1.0,0,3,1,1,1,1,1,1,1,0,4,0
46,1,11,611.88,4.0,2,4,2,0,4,3,4,3,3,5,0,1
24,6,13,513.79,5.0,2,7,0,1,5,5,5,4,5,6,2,1
19,3,8,688.41,3.0,1,6,0,1,3,2,2,1,2,1,0,0
33,1,12,741.49,4.0,2,4,2,1,4,4,3,3,4,5,2,1
45,1,12,910.71,5.0,2,7,0,0,5,4,5,5,4,2,4,2
33,0,19,1177.72,4.0,1,5,0,1,2,4,3,4,3,2,3,2
32,5,1,1021.64,3.0,2,5,0,1,2,2,3,2,2,6,0,1
18,2,0,493.2,1.0,0,7,0,1,2,1,1,1,1,0,4,0
28,4,15,581.47,5.0,2,4,2,0,5,3,5,5,4,8,3,1
53,0,20,1101.74,2.0,1,5,0,1,2,1,1,1,1,1,1,0
42,1,12,930.25,4.0,2,5,0,1,5,3,5,4,4,3,3,2
45,0,18,1298.46,2.0,0,7,0,1,1,2,1,1,4,5,4,0
18,6,17,467.88,5.0,2,7,0,1,5,4,4,5,4,5,4,1
40,3,7,368.82,3.0,1,1,3,1,2,3,2,1,3,4,0,0
30,5,1,1026.81,3.0,2,1,3,1,2,3,3,4,4,5,3,1
33,4,16,368.11,1.0,0,7,0,1,1,1,1,1,1,3,0,0
31,4,16,478.07,4.0,2,0,0,1,5,3,3,3,3,4,1,1
43,6,13,342.11,4.0,2,2,0,1,4,4,3,3,4,5,1,1
29,5,4,688.9192982456141,3.0,0,1,3,1,2,3,1,4,1,2,2,0
31,2,0,755.69,4.0,2,2,0,0,2,3,1,2,3,7,2,1
31,0,18,1089.13,4.0,2,2,0,1,4,4,4,4,4,3,2,2
30,5,3,770.5228758169935,3.0,1,0,0,1,2,2,3,2,4,1,2,0
18,6,13,600.27,1.0,0,4,2,1,1,3,2,1,2,3,2,0
33,6,13,694.95,1.0,1,0,0,1,1,1,1,1,1,3,3,0
18,6,17,613.84,1.0,0,7,0,0,1,1,1,1,1,2,1,0
23,2,0,490.59,2.0,0,2,0,1,1,1,1,1,2,0,0,0
30,6,5,290.0752688172043,4.0,2,3,1,1,3,3,4,5,4,5,4,1
29,4,16,265.67,2.0,1,7,0,1,1,1,3,1,1,1,0,0
22,0,18,936.94,3.0,2,5,0,1,2,2,3,1,3,2,2,2
33,6,17,417.61,5.0,2,0,0,1,4,4,3,5,3,5,2,1
21,2,0,471.64,1.0,0,0,0,1,1,1,1,2,2,1,1,0
18,6,17,394.84,1.0,1,0,0,0,1,1,1,3,1,5,3,0
18,6,5,381.93,2.0,1,5,0,1,1,1,2,1,1,1,1,0
32,2,6,366.81,3.0,2,0,0,0,3,4,3,3,2,2,4,1
18,3,7,826.34,4.0,2,4,2,1,1,4,4,5,3,5,4,1
36,0,19,1315.04,3.0,1,2,0,1,3,5,4,3,3,0,4,2
33,0,21,776.98,3.0,1,2,0,0,4,3,2,3,5,3,4,2
28,4,16,457.17,1.0,2,2,0,0,1,1,1,1,1,2,1,0
50,4,16,440.69,3.0,2,6,0,0,4,3,4,4,5,5,4,1
28,1,12,1015.92,3.0,2,3,1,1,2,3,2,3,3,4,0,2
35,2,6,767.29,2.0,1,7,0,1,1,1,3,1,3,3,4,0
24,2,6,246.43,3.0,2,7,0,1,4,2,3,1,3,4,2,1
25,6,17,240.82,3.0,2,0,0,1,3,4,3,2,4,4,3,1
31,6,13,496.1,3.0,0,3,1,1,3,1,1,1,1,3,1,0
18,0,18,1330.24,4.0,2,6,0,1,3,2,4,4,3,5,3,2
29,3,8,455.49,3.0,1,7,0,1,2,3,1,1,2,2,3,0
18,6,5,292.86,2.0,0,7,0,1,1,2,2,1,2,1,4,0
38,2,0,286.33,3.0,2,2,0,0,3,2,3,1,4,8,3,1
30,0,18,861.57,3.0,1,7,0,1,1,1,2,3,3,2,1,0
21,6,17,568.9247311827957,3.0,2,3,1,0,4,4,3,4,4,7,0,1
33,2,6,398.6,3.0,2,2,0,1,3,3,1,2,2,3,1,1
24,4,15,295.02,2.0,1,7,0,1,1,1,1,2,2,1,4,0
24,2,14,589.85,3.0,1,7,0,1,3,3,2,2,2,3,4,0
24,5,2,676.53,4.0,2,1,3,0,4,2,4,4,4,11,0,1
37,6,13,315.67,2.0,0,1,3,1,1,2,2,1,1,2,3,0
25,1,11,788.49,3.0,1,2,0,1,1,1,1,3,4,2,2,0
34,2,0,395.37,5.0,2,1,3,1,4,4,5,4,2,2,3,1
27,6,5,375.88,3.0,2,0,0,1,2,3,2,1,2,3,0,1
30,5,1,1123.98,1.0,0,0,0,1,1,1,1,1,1,2,1,0
20,1,12,585.72,2.0,1,0,0,1,1,1,1,1,1,0,2,0
